ID,Date,History,Datetime,category,Frequency,Horizon,SP
W4,97,1740.00,11/4/2001,Other,1,13,Weekly
W4,98,1960.00,11/11/2001,Other,1,13,Weekly
W4,99,2110.00,11/18/2001,Other,1,13,Weekly
W4,100,1800.00,11/25/2001,Other,1,13,Weekly
W4,101,2230.00,12/2/2001,Other,1,13,Weekly
W4,102,2330.00,12/9/2001,Other,1,13,Weekly
W4,103,2430.00,12/16/2001,Other,1,13,Weekly
W4,104,3330.00,12/23/2001,Other,1,13,Weekly
W4,105,2900.00,12/30/2001,Other,1,13,Weekly
W4,106,3370.00,1/6/2002,Other,1,13,Weekly
W4,107,2650.00,1/13/2002,Other,1,13,Weekly
W4,108,2360.00,1/20/2002,Other,1,13,Weekly
W4,109,2500.00,1/27/2002,Other,1,13,Weekly
W4,110,2480.00,2/3/2002,Other,1,13,Weekly
W4,111,2190.00,2/10/2002,Other,1,13,Weekly
W4,112,1990.00,2/17/2002,Other,1,13,Weekly
W4,113,2060.00,2/24/2002,Other,1,13,Weekly
W4,114,1950.00,3/3/2002,Other,1,13,Weekly
W4,115,1790.00,3/10/2002,Other,1,13,Weekly
W4,116,1580.00,3/17/2002,Other,1,13,Weekly
W4,117,1570.00,3/24/2002,Other,1,13,Weekly
W4,118,1700.00,3/31/2002,Other,1,13,Weekly
W4,119,1870.00,4/7/2002,Other,1,13,Weekly
W4,120,1680.00,4/14/2002,Other,1,13,Weekly
W4,121,1510.00,4/21/2002,Other,1,13,Weekly
W4,122,1500.00,4/28/2002,Other,1,13,Weekly
W4,123,1570.00,5/5/2002,Other,1,13,Weekly
W4,124,1410.00,5/12/2002,Other,1,13,Weekly
W4,125,1380.00,5/19/2002,Other,1,13,Weekly
W4,126,1350.00,5/26/2002,Other,1,13,Weekly
W4,127,1480.00,6/2/2002,Other,1,13,Weekly
W4,128,1450.00,6/9/2002,Other,1,13,Weekly
W4,129,1550.00,6/16/2002,Other,1,13,Weekly
W4,130,1770.00,6/23/2002,Other,1,13,Weekly
W4,131,2670.00,6/30/2002,Other,1,13,Weekly
W4,132,2710.00,7/7/2002,Other,1,13,Weekly
W4,133,2460.00,7/14/2002,Other,1,13,Weekly
W4,134,2210.00,7/21/2002,Other,1,13,Weekly
W4,135,2230.00,7/28/2002,Other,1,13,Weekly
W4,136,2100.00,8/4/2002,Other,1,13,Weekly
W4,137,1680.00,8/11/2002,Other,1,13,Weekly
W4,138,1540.00,8/18/2002,Other,1,13,Weekly
W4,139,1440.00,8/25/2002,Other,1,13,Weekly
W4,140,1330.00,9/1/2002,Other,1,13,Weekly
W4,141,1490.00,9/8/2002,Other,1,13,Weekly
W4,142,1470.00,9/15/2002,Other,1,13,Weekly
W4,143,1470.00,9/22/2002,Other,1,13,Weekly
W4,144,1590.00,9/29/2002,Other,1,13,Weekly
W4,145,1680.00,10/6/2002,Other,1,13,Weekly
W4,146,1550.00,10/13/2002,Other,1,13,Weekly
W4,147,1710.00,10/20/2002,Other,1,13,Weekly
W4,148,1740.00,10/27/2002,Other,1,13,Weekly
W4,149,2060.00,11/3/2002,Other,1,13,Weekly
W4,150,1960.00,11/10/2002,Other,1,13,Weekly
W4,151,2300.00,11/17/2002,Other,1,13,Weekly
W4,152,2190.00,11/24/2002,Other,1,13,Weekly
W4,153,2470.00,12/1/2002,Other,1,13,Weekly
W4,154,2640.00,12/8/2002,Other,1,13,Weekly
W4,155,2890.00,12/15/2002,Other,1,13,Weekly
W4,156,3200.00,12/22/2002,Other,1,13,Weekly
W4,157,3440.00,12/29/2002,Other,1,13,Weekly
W4,158,4290.00,1/5/2003,Other,1,13,Weekly
W4,159,3860.00,1/12/2003,Other,1,13,Weekly
W4,160,3160.00,1/19/2003,Other,1,13,Weekly
W4,161,2930.00,1/26/2003,Other,1,13,Weekly
W4,162,3240.00,2/2/2003,Other,1,13,Weekly
W4,163,3080.00,2/9/2003,Other,1,13,Weekly
W4,164,2850.00,2/16/2003,Other,1,13,Weekly
W4,165,2410.00,2/23/2003,Other,1,13,Weekly
W4,166,2700.00,3/2/2003,Other,1,13,Weekly
W4,167,2580.00,3/9/2003,Other,1,13,Weekly
W4,168,2330.00,3/16/2003,Other,1,13,Weekly
W4,169,2360.00,3/23/2003,Other,1,13,Weekly
W4,170,2500.00,3/30/2003,Other,1,13,Weekly
W4,171,3000.00,4/6/2003,Other,1,13,Weekly
W4,172,3390.00,4/13/2003,Other,1,13,Weekly
W4,173,2990.00,4/20/2003,Other,1,13,Weekly
W4,174,2780.00,4/27/2003,Other,1,13,Weekly
W4,175,2790.00,5/4/2003,Other,1,13,Weekly
W4,176,2420.00,5/11/2003,Other,1,13,Weekly
W4,177,2310.00,5/18/2003,Other,1,13,Weekly
W4,178,2240.00,5/25/2003,Other,1,13,Weekly
W4,179,2340.00,6/1/2003,Other,1,13,Weekly
W4,180,2420.00,6/8/2003,Other,1,13,Weekly
W4,181,2450.00,6/15/2003,Other,1,13,Weekly
W4,182,2470.00,6/22/2003,Other,1,13,Weekly
W4,183,3090.00,6/29/2003,Other,1,13,Weekly
W4,184,3690.00,7/6/2003,Other,1,13,Weekly
W4,185,3530.00,7/13/2003,Other,1,13,Weekly
W4,186,3290.00,7/20/2003,Other,1,13,Weekly
W4,187,2930.00,7/27/2003,Other,1,13,Weekly
W4,188,2780.00,8/3/2003,Other,1,13,Weekly
W4,189,2570.00,8/10/2003,Other,1,13,Weekly
W4,190,2380.00,8/17/2003,Other,1,13,Weekly
W4,191,2200.00,8/24/2003,Other,1,13,Weekly
W4,192,2400.00,8/31/2003,Other,1,13,Weekly
W4,193,2070.00,9/7/2003,Other,1,13,Weekly
W4,194,2470.00,9/14/2003,Other,1,13,Weekly
W4,195,2560.00,9/21/2003,Other,1,13,Weekly
W4,196,2840.00,9/28/2003,Other,1,13,Weekly
W4,197,2870.00,10/5/2003,Other,1,13,Weekly
W4,198,2590.00,10/12/2003,Other,1,13,Weekly
W4,199,2800.00,10/19/2003,Other,1,13,Weekly
W4,200,2830.00,10/26/2003,Other,1,13,Weekly
W4,201,3330.00,11/2/2003,Other,1,13,Weekly
W4,202,3070.00,11/9/2003,Other,1,13,Weekly
W4,203,3330.00,11/16/2003,Other,1,13,Weekly
W4,204,3540.00,11/23/2003,Other,1,13,Weekly
W4,205,3780.00,11/30/2003,Other,1,13,Weekly
W4,206,3700.00,12/7/2003,Other,1,13,Weekly
W4,207,3540.00,12/14/2003,Other,1,13,Weekly
W4,208,4510.00,12/21/2003,Other,1,13,Weekly
W4,209,4430.00,12/28/2003,Other,1,13,Weekly
W4,210,5000.00,1/4/2004,Other,1,13,Weekly
W4,211,4520.00,1/11/2004,Other,1,13,Weekly
W4,212,3990.00,1/18/2004,Other,1,13,Weekly
W4,213,3530.00,1/25/2004,Other,1,13,Weekly
W4,214,3750.00,2/1/2004,Other,1,13,Weekly
W4,215,3330.00,2/8/2004,Other,1,13,Weekly
W4,216,2860.00,2/15/2004,Other,1,13,Weekly
W4,217,2890.00,2/22/2004,Other,1,13,Weekly
W4,218,3060.00,2/29/2004,Other,1,13,Weekly
W4,219,2750.00,3/7/2004,Other,1,13,Weekly
W4,220,2600.00,3/14/2004,Other,1,13,Weekly
W4,221,2610.00,3/21/2004,Other,1,13,Weekly
W4,222,2670.00,3/28/2004,Other,1,13,Weekly
W4,223,2780.00,4/4/2004,Other,1,13,Weekly
W4,224,2570.00,4/11/2004,Other,1,13,Weekly
W4,225,2480.00,4/18/2004,Other,1,13,Weekly
W4,226,2370.00,4/25/2004,Other,1,13,Weekly
W4,227,2600.00,5/2/2004,Other,1,13,Weekly
W4,228,2300.00,5/9/2004,Other,1,13,Weekly
W4,229,2310.00,5/16/2004,Other,1,13,Weekly
W4,230,2310.00,5/23/2004,Other,1,13,Weekly
W4,231,2320.00,5/30/2004,Other,1,13,Weekly
W4,232,2440.00,6/6/2004,Other,1,13,Weekly
W4,233,2490.00,6/13/2004,Other,1,13,Weekly
W4,234,2470.00,6/20/2004,Other,1,13,Weekly
W4,235,2880.00,6/27/2004,Other,1,13,Weekly
W4,236,3350.00,7/4/2004,Other,1,13,Weekly
W4,237,3670.00,7/11/2004,Other,1,13,Weekly
W4,238,3420.00,7/18/2004,Other,1,13,Weekly
W4,239,3400.00,7/25/2004,Other,1,13,Weekly
W4,240,3620.00,8/1/2004,Other,1,13,Weekly
W4,241,2820.00,8/8/2004,Other,1,13,Weekly
W4,242,2520.00,8/15/2004,Other,1,13,Weekly
W4,243,2280.00,8/22/2004,Other,1,13,Weekly
W4,244,2680.00,8/29/2004,Other,1,13,Weekly
W4,245,2190.00,9/5/2004,Other,1,13,Weekly
W4,246,2300.00,9/12/2004,Other,1,13,Weekly
W4,247,2360.00,9/19/2004,Other,1,13,Weekly
W4,248,2380.00,9/26/2004,Other,1,13,Weekly
W4,249,2800.00,10/3/2004,Other,1,13,Weekly
W4,250,2330.00,10/10/2004,Other,1,13,Weekly
W4,251,2510.00,10/17/2004,Other,1,13,Weekly
W4,252,2410.00,10/24/2004,Other,1,13,Weekly
W4,253,2970.00,10/31/2004,Other,1,13,Weekly
W4,254,2890.00,11/7/2004,Other,1,13,Weekly
W4,255,2910.00,11/14/2004,Other,1,13,Weekly
W4,256,2840.00,11/21/2004,Other,1,13,Weekly
W4,257,3720.00,11/28/2004,Other,1,13,Weekly
W4,258,3480.00,12/5/2004,Other,1,13,Weekly
W4,259,3290.00,12/12/2004,Other,1,13,Weekly
W4,260,3400.00,12/19/2004,Other,1,13,Weekly
W4,261,4050.00,12/26/2004,Other,1,13,Weekly
W4,262,4790.00,1/2/2005,Other,1,13,Weekly
W4,263,3950.00,1/9/2005,Other,1,13,Weekly
W4,264,3470.00,1/16/2005,Other,1,13,Weekly
W4,265,3260.00,1/23/2005,Other,1,13,Weekly
W4,266,3420.00,1/30/2005,Other,1,13,Weekly
W4,267,3180.00,2/6/2005,Other,1,13,Weekly
W4,268,2790.00,2/13/2005,Other,1,13,Weekly
W4,269,2520.00,2/20/2005,Other,1,13,Weekly
W4,270,2630.00,2/27/2005,Other,1,13,Weekly
W4,271,2570.00,3/6/2005,Other,1,13,Weekly
W4,272,2410.00,3/13/2005,Other,1,13,Weekly
W4,273,2310.00,3/20/2005,Other,1,13,Weekly
W4,274,2240.00,3/27/2005,Other,1,13,Weekly
W4,275,2710.00,4/3/2005,Other,1,13,Weekly
W4,276,2370.00,4/10/2005,Other,1,13,Weekly
W4,277,2230.00,4/17/2005,Other,1,13,Weekly
W4,278,2140.00,4/24/2005,Other,1,13,Weekly
W4,279,2340.00,5/1/2005,Other,1,13,Weekly
W4,280,2180.00,5/8/2005,Other,1,13,Weekly
W4,281,2100.00,5/15/2005,Other,1,13,Weekly
W4,282,2090.00,5/22/2005,Other,1,13,Weekly
W4,283,1980.00,5/29/2005,Other,1,13,Weekly
W4,284,2240.00,6/5/2005,Other,1,13,Weekly
W4,285,2270.00,6/12/2005,Other,1,13,Weekly
W4,286,2400.00,6/19/2005,Other,1,13,Weekly
W4,287,3270.00,6/26/2005,Other,1,13,Weekly
W4,288,3640.00,7/3/2005,Other,1,13,Weekly
W4,289,3670.00,7/10/2005,Other,1,13,Weekly
W4,290,2990.00,7/17/2005,Other,1,13,Weekly
W4,291,2660.00,7/24/2005,Other,1,13,Weekly
W4,292,2560.00,7/31/2005,Other,1,13,Weekly
W4,293,2200.00,8/7/2005,Other,1,13,Weekly
W4,294,2030.00,8/14/2005,Other,1,13,Weekly
W4,295,1950.00,8/21/2005,Other,1,13,Weekly
W4,296,1920.00,8/28/2005,Other,1,13,Weekly
W4,297,1780.00,9/4/2005,Other,1,13,Weekly
W4,298,1960.00,9/11/2005,Other,1,13,Weekly
W4,299,1930.00,9/18/2005,Other,1,13,Weekly
W4,300,1920.00,9/25/2005,Other,1,13,Weekly
W4,301,2330.00,10/2/2005,Other,1,13,Weekly
W4,302,2020.00,10/9/2005,Other,1,13,Weekly
W4,303,2140.00,10/16/2005,Other,1,13,Weekly
W4,304,1960.00,10/23/2005,Other,1,13,Weekly
W4,305,2420.00,10/30/2005,Other,1,13,Weekly
W4,306,2360.00,11/6/2005,Other,1,13,Weekly
W4,307,2800.00,11/13/2005,Other,1,13,Weekly
W4,308,2380.00,11/20/2005,Other,1,13,Weekly
W4,309,2680.00,11/27/2005,Other,1,13,Weekly
W4,310,3170.00,12/4/2005,Other,1,13,Weekly
W4,311,3230.00,12/11/2005,Other,1,13,Weekly
W4,312,3270.00,12/18/2005,Other,1,13,Weekly
W4,313,3380.00,12/25/2005,Other,1,13,Weekly
W4,314,3450.00,1/1/2006,Other,1,13,Weekly
W4,315,4120.00,1/8/2006,Other,1,13,Weekly
W4,316,3240.00,1/15/2006,Other,1,13,Weekly
W4,317,2670.00,1/22/2006,Other,1,13,Weekly
W4,318,2850.00,1/29/2006,Other,1,13,Weekly
W4,319,2760.00,2/5/2006,Other,1,13,Weekly
W4,320,2420.00,2/12/2006,Other,1,13,Weekly
W4,321,2200.00,2/19/2006,Other,1,13,Weekly
W4,322,2330.00,2/26/2006,Other,1,13,Weekly
W4,323,2270.00,3/5/2006,Other,1,13,Weekly
W4,324,2120.00,3/12/2006,Other,1,13,Weekly
W4,325,2090.00,3/19/2006,Other,1,13,Weekly
W4,326,1930.00,3/26/2006,Other,1,13,Weekly
W4,327,2440.00,4/2/2006,Other,1,13,Weekly
W4,328,2120.00,4/9/2006,Other,1,13,Weekly
W4,329,2110.00,4/16/2006,Other,1,13,Weekly
W4,330,1940.00,4/23/2006,Other,1,13,Weekly
W4,331,2140.00,4/30/2006,Other,1,13,Weekly
W4,332,1980.00,5/7/2006,Other,1,13,Weekly
W4,333,1890.00,5/14/2006,Other,1,13,Weekly
W4,334,1900.00,5/21/2006,Other,1,13,Weekly
W4,335,1730.00,5/28/2006,Other,1,13,Weekly
W4,336,2100.00,6/4/2006,Other,1,13,Weekly
W4,337,1980.00,6/11/2006,Other,1,13,Weekly
W4,338,2060.00,6/18/2006,Other,1,13,Weekly
W4,339,2150.00,6/25/2006,Other,1,13,Weekly
W4,340,3090.00,7/2/2006,Other,1,13,Weekly
W4,341,2700.00,7/9/2006,Other,1,13,Weekly
W4,342,2590.00,7/16/2006,Other,1,13,Weekly
W4,343,2650.00,7/23/2006,Other,1,13,Weekly
W4,344,2620.00,7/30/2006,Other,1,13,Weekly
W4,345,2380.00,8/6/2006,Other,1,13,Weekly
W4,346,2070.00,8/13/2006,Other,1,13,Weekly
W4,347,1900.00,8/20/2006,Other,1,13,Weekly
W4,348,1800.00,8/27/2006,Other,1,13,Weekly
W4,349,1770.00,9/3/2006,Other,1,13,Weekly
W4,350,1860.00,9/10/2006,Other,1,13,Weekly
W4,351,1870.00,9/17/2006,Other,1,13,Weekly
W4,352,1910.00,9/24/2006,Other,1,13,Weekly
W4,353,2100.00,10/1/2006,Other,1,13,Weekly
W4,354,2070.00,10/8/2006,Other,1,13,Weekly
W4,355,2080.00,10/15/2006,Other,1,13,Weekly
W4,356,2000.00,10/22/2006,Other,1,13,Weekly
W4,357,2300.00,10/29/2006,Other,1,13,Weekly
W4,358,2770.00,11/5/2006,Other,1,13,Weekly
W4,359,2610.00,11/12/2006,Other,1,13,Weekly
W4,360,2370.00,11/19/2006,Other,1,13,Weekly
W4,361,2990.00,11/26/2006,Other,1,13,Weekly
W4,362,3450.00,12/3/2006,Other,1,13,Weekly
W4,363,3400.00,12/10/2006,Other,1,13,Weekly
W4,364,4290.00,12/17/2006,Other,1,13,Weekly
W4,365,4610.00,12/24/2006,Other,1,13,Weekly
W4,366,4050.00,12/31/2006,Other,1,13,Weekly
W4,367,5840.00,1/7/2007,Other,1,13,Weekly
W4,368,4650.00,1/14/2007,Other,1,13,Weekly
W4,369,3730.00,1/21/2007,Other,1,13,Weekly
W4,370,3810.00,1/28/2007,Other,1,13,Weekly
W4,371,4590.00,2/4/2007,Other,1,13,Weekly
W4,372,3520.00,2/11/2007,Other,1,13,Weekly
W4,373,2960.00,2/18/2007,Other,1,13,Weekly
W4,374,3130.00,2/25/2007,Other,1,13,Weekly
W4,375,3100.00,3/4/2007,Other,1,13,Weekly
W4,376,2930.00,3/11/2007,Other,1,13,Weekly
W4,377,2850.00,3/18/2007,Other,1,13,Weekly
W4,378,2790.00,3/25/2007,Other,1,13,Weekly
W4,379,2880.00,4/1/2007,Other,1,13,Weekly
W4,380,2780.00,4/8/2007,Other,1,13,Weekly
W4,381,2560.00,4/15/2007,Other,1,13,Weekly
W4,382,2350.00,4/22/2007,Other,1,13,Weekly
W4,383,2430.00,4/29/2007,Other,1,13,Weekly
W4,384,2490.00,5/6/2007,Other,1,13,Weekly
W4,385,2380.00,5/13/2007,Other,1,13,Weekly
W4,386,2460.00,5/20/2007,Other,1,13,Weekly
W4,387,2090.00,5/27/2007,Other,1,13,Weekly
W4,388,2670.00,6/3/2007,Other,1,13,Weekly
W4,389,2550.00,6/10/2007,Other,1,13,Weekly
W4,390,2660.00,6/17/2007,Other,1,13,Weekly
W4,391,2850.00,6/24/2007,Other,1,13,Weekly
W4,392,3500.00,7/1/2007,Other,1,13,Weekly
W4,393,3510.00,7/8/2007,Other,1,13,Weekly
W4,394,3250.00,7/15/2007,Other,1,13,Weekly
W4,395,3330.00,7/22/2007,Other,1,13,Weekly
W4,396,3400.00,7/29/2007,Other,1,13,Weekly
W4,397,3180.00,8/5/2007,Other,1,13,Weekly
W4,398,2690.00,8/12/2007,Other,1,13,Weekly
W4,399,2600.00,8/19/2007,Other,1,13,Weekly
W4,400,2590.00,8/26/2007,Other,1,13,Weekly
W4,401,2530.00,9/2/2007,Other,1,13,Weekly
W4,402,2710.00,9/9/2007,Other,1,13,Weekly
W4,403,2830.00,9/16/2007,Other,1,13,Weekly
W4,404,2790.00,9/23/2007,Other,1,13,Weekly
W4,405,3250.00,9/30/2007,Other,1,13,Weekly
W4,406,3580.00,10/7/2007,Other,1,13,Weekly
W4,407,3240.00,10/14/2007,Other,1,13,Weekly
W4,408,3570.00,10/21/2007,Other,1,13,Weekly
W4,409,3750.00,10/28/2007,Other,1,13,Weekly
W4,410,4350.00,11/4/2007,Other,1,13,Weekly
W4,411,4500.00,11/11/2007,Other,1,13,Weekly
W4,412,5320.00,11/18/2007,Other,1,13,Weekly
W4,413,5240.00,11/25/2007,Other,1,13,Weekly
W4,414,6930.00,12/2/2007,Other,1,13,Weekly
W4,415,6370.00,12/9/2007,Other,1,13,Weekly
W4,416,6770.00,12/16/2007,Other,1,13,Weekly
W4,417,8130.00,12/23/2007,Other,1,13,Weekly
W4,418,6810.00,12/30/2007,Other,1,13,Weekly
W1,419,1089.20,1/6/2008,Other,1,13,Weekly
W4,419,9690.00,1/6/2008,Other,1,13,Weekly
W1,420,1078.91,1/13/2008,Other,1,13,Weekly
W4,420,8500.00,1/13/2008,Other,1,13,Weekly
W3,420,258.70,1/13/2008,Other,1,13,Weekly
W1,421,1079.88,1/20/2008,Other,1,13,Weekly
W4,421,7290.00,1/20/2008,Other,1,13,Weekly
W3,421,259.80,1/20/2008,Other,1,13,Weekly
W1,422,1063.58,1/27/2008,Other,1,13,Weekly
W4,422,6990.00,1/27/2008,Other,1,13,Weekly
W3,422,260.20,1/27/2008,Other,1,13,Weekly
W1,423,1060.61,2/3/2008,Other,1,13,Weekly
W4,423,6910.00,2/3/2008,Other,1,13,Weekly
W3,423,260.80,2/3/2008,Other,1,13,Weekly
W1,424,1056.93,2/10/2008,Other,1,13,Weekly
W4,424,6080.00,2/10/2008,Other,1,13,Weekly
W3,424,261.10,2/10/2008,Other,1,13,Weekly
W1,425,1056.63,2/17/2008,Other,1,13,Weekly
W4,425,5670.00,2/17/2008,Other,1,13,Weekly
W3,425,263.10,2/17/2008,Other,1,13,Weekly
W1,426,1049.51,2/24/2008,Other,1,13,Weekly
W4,426,5680.00,2/24/2008,Other,1,13,Weekly
W3,426,264.50,2/24/2008,Other,1,13,Weekly
W1,427,1049.32,3/2/2008,Other,1,13,Weekly
W4,427,5690.00,3/2/2008,Other,1,13,Weekly
W3,427,266.30,3/2/2008,Other,1,13,Weekly
W1,428,1049.89,3/9/2008,Other,1,13,Weekly
W4,428,4940.00,3/9/2008,Other,1,13,Weekly
W3,428,267.20,3/9/2008,Other,1,13,Weekly
W1,429,1058.65,3/16/2008,Other,1,13,Weekly
W4,429,4990.00,3/16/2008,Other,1,13,Weekly
W3,429,269.20,3/16/2008,Other,1,13,Weekly
W1,430,1062.35,3/23/2008,Other,1,13,Weekly
W4,430,4770.00,3/23/2008,Other,1,13,Weekly
W3,430,270.70,3/23/2008,Other,1,13,Weekly
W1,431,1064.38,3/30/2008,Other,1,13,Weekly
W4,431,5050.00,3/30/2008,Other,1,13,Weekly
W3,431,271.70,3/30/2008,Other,1,13,Weekly
W1,432,1061.96,4/6/2008,Other,1,13,Weekly
W4,432,4960.00,4/6/2008,Other,1,13,Weekly
W3,432,273.60,4/6/2008,Other,1,13,Weekly
W1,433,1071.06,4/13/2008,Other,1,13,Weekly
W4,433,4560.00,4/13/2008,Other,1,13,Weekly
W3,433,275.10,4/13/2008,Other,1,13,Weekly
W1,434,1073.73,4/20/2008,Other,1,13,Weekly
W4,434,4290.00,4/20/2008,Other,1,13,Weekly
W3,434,276.10,4/20/2008,Other,1,13,Weekly
W1,435,1066.97,4/27/2008,Other,1,13,Weekly
W4,435,4200.00,4/27/2008,Other,1,13,Weekly
W3,435,276.20,4/27/2008,Other,1,13,Weekly
W1,436,1066.17,5/4/2008,Other,1,13,Weekly
W4,436,4320.00,5/4/2008,Other,1,13,Weekly
W3,436,276.90,5/4/2008,Other,1,13,Weekly
W1,437,1064.43,5/11/2008,Other,1,13,Weekly
W4,437,4100.00,5/11/2008,Other,1,13,Weekly
W3,437,277.60,5/11/2008,Other,1,13,Weekly
W1,438,1075.78,5/18/2008,Other,1,13,Weekly
W4,438,3910.00,5/18/2008,Other,1,13,Weekly
W3,438,278.90,5/18/2008,Other,1,13,Weekly
W1,439,1070.45,5/25/2008,Other,1,13,Weekly
W4,439,3600.00,5/25/2008,Other,1,13,Weekly
W3,439,279.50,5/25/2008,Other,1,13,Weekly
W1,440,1076.27,6/1/2008,Other,1,13,Weekly
